gwcode,year,country_name,country_text_id,country_id,any_neg_change,any_neg_change_2yr,v2x_regime,v2x_regime_amb,lagged_v2x_regime,lagged_v2x_regime_amb,lagged_v2x_regime_asCharacter,lagged_v2x_regime_asFactor,lagged_is_closed_autocracy,lagged_currentRegimeDuration,lagged_low_border_case,lagged_high_border_case,lagged_yrs_since_any_neg_change,lagged_num_of_neg_changes,lagged_any_neg_change,lagged_num_of_neg_changes_3yrs,lagged_num_of_neg_changes_5yrs,lagged_num_of_neg_changes_10yrs,lagged_was_neg_change_last_3yrs,lagged_was_neg_change_last_5yrs,lagged_was_neg_change_last_10yrs
2,2014,United States of America,USA,20,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,45,0,0,113,0,0,0,0,0,0,0,0
2,2015,United States of America,USA,20,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,46,0,0,114,0,0,0,0,0,0,0,0
2,2016,United States of America,USA,20,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,47,0,0,115,0,0,0,0,0,0,0,0
2,2017,United States of America,USA,20,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,48,0,0,116,0,0,0,0,0,0,0,0
2,2018,United States of America,USA,20,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,49,0,0,117,0,0,0,0,0,0,0,0
2,2019,United States of America,USA,20,,,,,3,9,Liberal Democracy,Liberal Democracy,0,50,0,0,118,0,0,0,0,0,0,0,0
20,1970,Canada,CAN,66,0,0,2,7,2,7,Electoral Democracy,Electoral Democracy,0,49,0,1,69,0,0,0,0,0,0,0,0
20,1971,Canada,CAN,66,0,0,2,7,2,7,Electoral Democracy,Electoral Democracy,0,50,0,1,70,0,0,0,0,0,0,0,0
20,1972,Canada,CAN,66,0,0,2,7,2,7,Electoral Democracy,Electoral Democracy,0,51,0,1,71,0,0,0,0,0,0,0,0
20,1973,Canada,CAN,66,0,0,2,7,2,7,Electoral Democracy,Electoral Democracy,0,52,0,1,72,0,0,0,0,0,0,0,0
20,1974,Canada,CAN,66,0,0,2,7,2,7,Electoral Democracy,Electoral Democracy,0,53,0,1,73,0,0,0,0,0,0,0,0
20,1975,Canada,CAN,66,0,0,2,7,2,7,Electoral Democracy,Electoral Democracy,0,54,0,1,74,0,0,0,0,0,0,0,0
20,1976,Canada,CAN,66,0,0,3,8,2,7,Electoral Democracy,Electoral Democracy,0,55,0,1,75,0,0,0,0,0,0,0,0
20,1977,Canada,CAN,66,0,0,3,8,3,8,Liberal Democracy,Liberal Democracy,0,1,1,0,76,0,0,0,0,0,0,0,0
20,1978,Canada,CAN,66,0,0,3,8,3,8,Liberal Democracy,Liberal Democracy,0,2,1,0,77,0,0,0,0,0,0,0,0
20,1979,Canada,CAN,66,0,0,3,8,3,8,Liberal Democracy,Liberal Democracy,0,3,1,0,78,0,0,0,0,0,0,0,0
20,1980,Canada,CAN,66,0,0,3,8,3,8,Liberal Democracy,Liberal Democracy,0,4,1,0,79,0,0,0,0,0,0,0,0
20,1981,Canada,CAN,66,0,0,3,8,3,8,Liberal Democracy,Liberal Democracy,0,5,1,0,80,0,0,0,0,0,0,0,0
20,1982,Canada,CAN,66,0,0,3,8,3,8,Liberal Democracy,Liberal Democracy,0,6,1,0,81,0,0,0,0,0,0,0,0
20,1983,Canada,CAN,66,0,0,3,9,3,8,Liberal Democracy,Liberal Democracy,0,7,1,0,82,0,0,0,0,0,0,0,0
20,1984,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,8,0,0,83,0,0,0,0,0,0,0,0
20,1985,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,9,0,0,84,0,0,0,0,0,0,0,0
20,1986,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,10,0,0,85,0,0,0,0,0,0,0,0
20,1987,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,11,0,0,86,0,0,0,0,0,0,0,0
20,1988,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,12,0,0,87,0,0,0,0,0,0,0,0
20,1989,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,13,0,0,88,0,0,0,0,0,0,0,0
20,1990,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,14,0,0,89,0,0,0,0,0,0,0,0
20,1991,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,15,0,0,90,0,0,0,0,0,0,0,0
20,1992,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,16,0,0,91,0,0,0,0,0,0,0,0
20,1993,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,17,0,0,92,0,0,0,0,0,0,0,0
20,1994,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,18,0,0,93,0,0,0,0,0,0,0,0
20,1995,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,19,0,0,94,0,0,0,0,0,0,0,0
20,1996,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,20,0,0,95,0,0,0,0,0,0,0,0
20,1997,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,21,0,0,96,0,0,0,0,0,0,0,0
20,1998,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,22,0,0,97,0,0,0,0,0,0,0,0
20,1999,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,23,0,0,98,0,0,0,0,0,0,0,0
20,2000,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,24,0,0,99,0,0,0,0,0,0,0,0
20,2001,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,25,0,0,100,0,0,0,0,0,0,0,0
20,2002,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,26,0,0,101,0,0,0,0,0,0,0,0
20,2003,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,27,0,0,102,0,0,0,0,0,0,0,0
20,2004,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,28,0,0,103,0,0,0,0,0,0,0,0
20,2005,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,29,0,0,104,0,0,0,0,0,0,0,0
20,2006,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,30,0,0,105,0,0,0,0,0,0,0,0
20,2007,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,31,0,0,106,0,0,0,0,0,0,0,0
20,2008,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,32,0,0,107,0,0,0,0,0,0,0,0
20,2009,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,33,0,0,108,0,0,0,0,0,0,0,0
20,2010,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,34,0,0,109,0,0,0,0,0,0,0,0
20,2011,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,35,0,0,110,0,0,0,0,0,0,0,0
20,2012,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,36,0,0,111,0,0,0,0,0,0,0,0
20,2013,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,37,0,0,112,0,0,0,0,0,0,0,0
20,2014,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,38,0,0,113,0,0,0,0,0,0,0,0
20,2015,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,39,0,0,114,0,0,0,0,0,0,0,0
20,2016,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,40,0,0,115,0,0,0,0,0,0,0,0
20,2017,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,41,0,0,116,0,0,0,0,0,0,0,0
20,2018,Canada,CAN,66,0,0,3,9,3,9,Liberal Democracy,Liberal Democracy,0,42,0,0,117,0,0,0,0,0,0,0,0
20,2019,Canada,CAN,66,,,,,3,9,Liberal Democracy,Liberal Democracy,0,43,0,0,118,0,0,0,0,0,0,0,0
40,1970,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,10,0,0,9,4,0,0,0,1,0,0,1
40,1971,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,11,0,0,10,4,0,0,0,0,0,0,0
40,1972,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,12,0,0,11,4,0,0,0,0,0,0,0
40,1973,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,13,0,0,12,4,0,0,0,0,0,0,0
40,1974,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,14,0,0,13,4,0,0,0,0,0,0,0
40,1975,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,15,0,0,14,4,0,0,0,0,0,0,0
40,1976,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,16,0,0,15,4,0,0,0,0,0,0,0
40,1977,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,17,0,0,16,4,0,0,0,0,0,0,0
40,1978,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,18,0,0,17,4,0,0,0,0,0,0,0
40,1979,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,19,0,0,18,4,0,0,0,0,0,0,0
40,1980,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,20,0,0,19,4,0,0,0,0,0,0,0
40,1981,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,21,0,0,20,4,0,0,0,0,0,0,0
40,1982,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,22,0,0,21,4,0,0,0,0,0,0,0
40,1983,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,23,0,0,22,4,0,0,0,0,0,0,0
40,1984,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,24,0,0,23,4,0,0,0,0,0,0,0
40,1985,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,25,0,0,24,4,0,0,0,0,0,0,0
40,1986,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,26,0,0,25,4,0,0,0,0,0,0,0
40,1987,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,27,0,0,26,4,0,0,0,0,0,0,0
40,1988,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,28,0,0,27,4,0,0,0,0,0,0,0
40,1989,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,29,0,0,28,4,0,0,0,0,0,0,0
40,1990,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,30,0,0,29,4,0,0,0,0,0,0,0
40,1991,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,31,0,0,30,4,0,0,0,0,0,0,0
40,1992,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,32,0,0,31,4,0,0,0,0,0,0,0
40,1993,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,33,0,0,32,4,0,0,0,0,0,0,0
40,1994,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,34,0,0,33,4,0,0,0,0,0,0,0
40,1995,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,35,0,0,34,4,0,0,0,0,0,0,0
40,1996,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,36,0,0,35,4,0,0,0,0,0,0,0
40,1997,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,37,0,0,36,4,0,0,0,0,0,0,0
40,1998,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,38,0,0,37,4,0,0,0,0,0,0,0
40,1999,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,39,0,0,38,4,0,0,0,0,0,0,0
40,2000,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,40,0,0,39,4,0,0,0,0,0,0,0
40,2001,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,41,0,0,40,4,0,0,0,0,0,0,0
40,2002,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,42,0,0,41,4,0,0,0,0,0,0,0
40,2003,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,43,0,0,42,4,0,0,0,0,0,0,0
40,2004,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,44,0,0,43,4,0,0,0,0,0,0,0
40,2005,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,45,0,0,44,4,0,0,0,0,0,0,0
40,2006,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,46,0,0,45,4,0,0,0,0,0,0,0
40,2007,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,47,0,0,46,4,0,0,0,0,0,0,0
40,2008,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,48,0,0,47,4,0,0,0,0,0,0,0
40,2009,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,49,0,0,48,4,0,0,0,0,0,0,0
40,2010,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,50,0,0,49,4,0,0,0,0,0,0,0
40,2011,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,51,0,0,50,4,0,0,0,0,0,0,0
40,2012,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,52,0,0,51,4,0,0,0,0,0,0,0
40,2013,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,53,0,0,52,4,0,0,0,0,0,0,0
40,2014,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,54,0,0,53,4,0,0,0,0,0,0,0
40,2015,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,55,0,0,54,4,0,0,0,0,0,0,0
40,2016,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,56,0,0,55,4,0,0,0,0,0,0,0
40,2017,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,57,0,0,56,4,0,0,0,0,0,0,0
40,2018,Cuba,CUB,155,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,58,0,0,57,4,0,0,0,0,0,0,0
40,2019,Cuba,CUB,155,,,,,0,0,Closed Autocracy,Closed Autocracy,1,59,0,0,58,4,0,0,0,0,0,0,0
41,1970,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,13,0,0,12,3,0,0,0,0,0,0,0
41,1971,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,14,0,0,13,3,0,0,0,0,0,0,0
41,1972,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,15,0,0,14,3,0,0,0,0,0,0,0
41,1973,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,16,0,0,15,3,0,0,0,0,0,0,0
41,1974,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,17,0,0,16,3,0,0,0,0,0,0,0
41,1975,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,18,0,0,17,3,0,0,0,0,0,0,0
41,1976,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,19,0,0,18,3,0,0,0,0,0,0,0
41,1977,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,20,0,0,19,3,0,0,0,0,0,0,0
41,1978,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,21,0,0,20,3,0,0,0,0,0,0,0
41,1979,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,22,0,0,21,3,0,0,0,0,0,0,0
41,1980,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,23,0,0,22,3,0,0,0,0,0,0,0
41,1981,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,24,0,0,23,3,0,0,0,0,0,0,0
41,1982,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,25,0,0,24,3,0,0,0,0,0,0,0
41,1983,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,26,0,0,25,3,0,0,0,0,0,0,0
41,1984,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,27,0,0,26,3,0,0,0,0,0,0,0
41,1985,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,28,0,0,27,3,0,0,0,0,0,0,0
41,1986,Haiti,HTI,26,0,0,0,0,0,0,Closed Autocracy,Closed Autocracy,1,29,0,0,28,3,0,0,0,0,0,0,0
41,1987,Haiti,HTI,26,0,0,1,3,0,0,Closed Autocracy,Closed Autocracy,1,30,0,0,29,3,0,0,0,0,0,0,0
41,1988,Haiti,HTI,26,0,1,1,3,1,3,Electoral Autocracy,Electoral Autocracy,0,1,0,0,30,3,0,0,0,0,0,0,0
41,1989,Haiti,HTI,26,1,1,0,0,1,3,Electoral Autocracy,Electoral Autocracy,0,2,0,0,31,3,0,0,0,0,0,0,0
41,1990,Haiti,HTI,26,0,0,1,3,0,0,Closed Autocracy,Closed Autocracy,1,1,0,0,0,4,1,1,1,1,1,1,1
41,1991,Haiti,HTI,26,0,1,1,3,1,3,Electoral Autocracy,Electoral Autocracy,0,1,0,0,1,4,0,1,1,1,1,1,1
41,1992,Haiti,HTI,26,1,1,0,1,1,3,Electoral Autocracy,Electoral Autocracy,0,2,0,0,2,4,0,1,1,1,1,1,1
41,1993,Haiti,HTI,26,0,0,0,1,0,1,Closed Autocracy,Closed Autocracy,1,1,0,1,0,5,1,1,2,2,1,1,1
41,1994,Haiti,HTI,26,0,0,0,1,0,1,Closed Autocracy,Closed Autocracy,1,2,0,1,1,5,0,1,2,2,1,1,1
41,1995,Haiti,HTI,26,0,0,1,3,0,1,Closed Autocracy,Closed Autocracy,1,3,0,1,2,5,0,1,1,2,1,1,1
41,1996,Haiti,HTI,26,0,0,1,3,1,3,Electoral Autocracy,Electoral Autocracy,0,1,0,0,3,5,0,0,1,2,0,1,1
41,1997,Haiti,HTI,26,0,0,1,4,1,3,Electoral Autocracy,Electoral Autocracy,0,2,0,0,4,5,0,0,1,2,0,1,1
41,1998,Haiti,HTI,26,0,0,1,4,1,4,Electoral Autocracy,Electoral Autocracy,0,3,0,1,5,5,0,0,0,2,0,0,1
41,1999,Haiti,HTI,26,0,0,1,4,1,4,Electoral Autocracy,Electoral Autocracy,0,4,0,1,6,5,0,0,0,2,0,0,1
41,2000,Haiti,HTI,26,0,0,1,4,1,4,Electoral Autocracy,Electoral Autocracy,0,5,0,1,7,5,0,0,0,1,0,0,1
41,2001,Haiti,HTI,26,0,0,1,3,1,4,Electoral Autocracy,Electoral Autocracy,0,6,0,1,8,5,0,0,0,1,0,0,1
41,2002,Haiti,HTI,26,0,0,1,3,1,3,Electoral Autocracy,Electoral Autocracy,0,7,0,0,9,5,0,0,0,1,0,0,1
41,2003,Haiti,HTI,26,0,0,1,3,1,3,Electoral Autocracy,Electoral Autocracy,0,8,0,0,10,5,0,0,0,0,0,0,0
41,2004,Haiti,HTI,26,0,1,1,3,1,3,Electoral Autocracy,Electoral Autocracy,0,9,0,0,11,5,0,0,0,0,0,0,0
41,2005,Haiti,HTI,26,1,1,0,0,1,3,Electoral Autocracy,Electoral Autocracy,0,10,0,0,12,5,0,0,0,0,0,0,0
